Unnamed: 0_nan_league,Unnamed: 2_nan_team,Unnamed: 3_nan_player,nation_nan_nan,pos_nan_nan,age_nan_nan,Playing Time_MP_nan,Playing Time.2_Min_nan,Tackles.1_TklW_nan,Challenges.2_Tkl%_nan,Blocks_Blocks_nan,Blocks.2_Pass_nan,Int_nan_nan
ENG-Premier League,Ipswich Town,Arijanet Muric,KVX,GK,26-193,18,1620,0,0.0,0,0,0.0
ENG-Premier League,Ipswich Town,Axel Tuanzebe,COD,DF,27-186,21,1620,19,65.4,20,10,23.0
ENG-Premier League,Ipswich Town,Ben Godfrey,ENG,DF,27-124,3,159,0,100.0,1,0,2.0
ENG-Premier League,Ipswich Town,Ben Godfrey,ENG,DF,27-124,1,23,0,100.0,1,0,2.0
ENG-Premier League,Ipswich Town,Ben Johnson,ENG,"DF,FW",25-115,23,1354,22,48.8,22,17,13.0
ENG-Premier League,Ipswich Town,Cameron Burgess,AUS,DF,29-210,18,1541,12,81.8,20,5,14.0
ENG-Premier League,Ipswich Town,Chiedozie Ogbene,IRL,FW,28-018,5,238,3,50.0,1,1,1.0
ENG-Premier League,Ipswich Town,Christian Walton,ENG,GK,29-191,6,540,0,0.0,0,0,0.0
ENG-Premier League,Ipswich Town,Conor Chaplin,ENG,"MF,FW",28-092,21,788,5,46.2,8,7,3.0
ENG-Premier League,Ipswich Town,Conor Townsend,ENG,DF,32-076,6,335,8,72.7,8,2,4.0
ENG-Premier League,Ipswich Town,Dara O'Shea,IRL,DF,26-076,34,3032,30,62.5,62,12,31.0
ENG-Premier League,Ipswich Town,George Hirst,SCO,FW,26-093,25,592,3,33.3,1,0,2.0
ENG-Premier League,Ipswich Town,Harry Clarke,ENG,DF,24-078,7,379,3,50.0,5,1,4.0
ENG-Premier League,Ipswich Town,Jack Clarke,ENG,"FW,MF",24-177,31,1160,19,51.5,8,8,7.0
ENG-Premier League,Ipswich Town,Jack Taylor,IRL,MF,26-330,31,847,10,44.4,11,8,9.0
ENG-Premier League,Ipswich Town,Jacob Greaves,ENG,DF,24-249,24,2115,21,64.7,39,14,20.0
ENG-Premier League,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",23-100,11,332,7,53.3,11,10,10.0
ENG-Premier League,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",23-100,10,474,7,53.3,11,10,10.0
ENG-Premier League,Ipswich Town,Jens Cajuste,SWE,MF,25-282,29,1882,20,42.9,24,15,25.0
ENG-Premier League,Ipswich Town,Julio Enciso,PAR,"MF,FW",21-116,12,294,9,36.4,8,7,1.0
ENG-Premier League,Ipswich Town,Julio Enciso,PAR,"MF,FW",21-116,13,869,9,36.4,8,7,1.0
ENG-Premier League,Ipswich Town,Kalvin Phillips,ENG,MF,29-168,19,1237,19,38.5,35,29,19.0
ENG-Premier League,Ipswich Town,Leif Davis,ENG,DF,25-127,32,2653,27,63.8,24,16,25.0
ENG-Premier League,Ipswich Town,Liam Delap,ENG,FW,22-100,36,2572,8,14.3,8,8,2.0
ENG-Premier League,Ipswich Town,Luke Woolfenden,ENG,DF,26-210,15,1187,6,40.0,21,7,19.0
ENG-Premier League,Ipswich Town,Marcus Harness,ENG,MF,29-084,2,45,0,0.0,2,1,0.0
ENG-Premier League,Ipswich Town,Massimo Luongo,AUS,MF,32-236,10,198,6,62.5,4,2,2.0
ENG-Premier League,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",27-044,17,625,4,33.3,6,5,4.0
ENG-Premier League,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-201,30,2493,13,27.1,26,25,11.0
ENG-Premier League,Ipswich Town,Sam Morsy,EGY,MF,33-251,32,2664,39,44.1,33,20,29.0
ENG-Premier League,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-237,19,979,9,26.1,10,8,6.0
ENG-Premier League,Ipswich Town,Wes Burns,WAL,"FW,DF",30-177,18,926,11,40.0,7,5,10.0
ENG-Premier League,Leicester City,Abdul Fatawu Issahaku,GHA,FW,21-072,11,579,15,57.9,7,7,4.0
ENG-Premier League,Leicester City,Bilal El Khannouss,MAR,"MF,FW",21-009,32,2182,30,53.1,22,18,6.0
ENG-Premier League,Leicester City,Bobby De Cordova-Reid,JAM,FW,32-106,23,744,4,28.6,6,5,0.0
ENG-Premier League,Leicester City,Boubakary Soumaré,FRA,MF,26-081,30,2081,20,62.5,22,12,26.0
ENG-Premier League,Leicester City,Caleb Okoli,ITA,DF,23-310,19,1125,14,61.1,24,10,15.0
ENG-Premier League,Leicester City,Conor Coady,ENG,DF,32-083,21,1624,9,50.0,31,8,13.0
ENG-Premier League,Leicester City,Facundo Buonanotte,ARG,"FW,MF",20-147,30,1504,32,31.3,33,27,12.0
ENG-Premier League,Leicester City,Hamza Choudhury,BAN,"MF,DF",27-230,4,131,1,33.3,4,2,5.0
ENG-Premier League,Leicester City,Harry Winks,ENG,MF,29-106,22,1538,11,43.3,19,12,9.0
ENG-Premier League,Leicester City,Jakub Stolarczyk,POL,GK,24-151,9,810,1,50.0,0,0,0.0
ENG-Premier League,Leicester City,James Justin,ENG,DF,27-085,35,2822,32,57.4,45,29,45.0
ENG-Premier League,Leicester City,Jamie Vardy,ENG,FW,38-128,35,2823,13,30.8,8,4,5.0
ENG-Premier League,Leicester City,Jannik Vestergaard,DEN,DF,32-289,18,1391,10,60.0,21,7,16.0
ENG-Premier League,Leicester City,Jordan Ayew,GHA,"FW,MF",33-250,1,21,15,33.3,20,19,12.0
ENG-Premier League,Leicester City,Jordan Ayew,GHA,"FW,MF",33-250,29,1548,15,33.3,20,19,12.0
ENG-Premier League,Leicester City,Kasey McAteer,IRL,"FW,MF",23-178,17,767,15,44.0,18,16,4.0
ENG-Premier League,Leicester City,Luke Thomas,ENG,DF,23-343,13,1039,24,53.8,14,8,21.0
ENG-Premier League,Leicester City,Mads Hermansen,DEN,GK,24-312,27,2385,1,100.0,1,1,0.0
ENG-Premier League,Leicester City,Oliver Skipp,ENG,MF,24-245,23,1058,4,60.0,19,13,10.0
ENG-Premier League,Leicester City,Patson Daka,ZAM,"FW,MF",26-222,22,665,9,41.2,7,6,1.0
ENG-Premier League,Leicester City,Ricardo Pereira,POR,DF,31-225,9,369,7,53.8,8,5,4.0
ENG-Premier League,Leicester City,Stephy Mavididi,ENG,FW,26-353,30,1615,19,33.3,26,24,11.0
ENG-Premier League,Leicester City,Victor Bernth Kristiansen,DEN,DF,22-154,29,2394,50,54.0,37,23,40.0
ENG-Premier League,Leicester City,Wilfred Ndidi,NGA,MF,28-154,28,2324,51,49.2,47,28,31.0
ENG-Premier League,Leicester City,Wout Faes,BEL,DF,27-046,33,2725,25,52.2,46,12,26.0
ENG-Premier League,Leicester City,Woyo Coulibaly,FRA,DF,25-364,4,109,4,100.0,3,2,5.0
ENG-Premier League,Leicester City,Woyo Coulibaly,FRA,DF,25-364,14,1084,4,100.0,3,2,5.0
ENG-Premier League,Liverpool,Alexis Mac Allister,ARG,MF,26-146,35,2599,58,52.9,61,55,22.0
ENG-Premier League,Liverpool,Alisson,BRA,GK,32-229,26,2328,0,0.0,0,0,0.0
ENG-Premier League,Liverpool,Andrew Robertson,SCO,DF,31-069,32,2398,22,62.0,10,6,21.0
ENG-Premier League,Liverpool,Cody Gakpo,NED,FW,26-012,33,1783,15,50.0,21,19,11.0
ENG-Premier League,Liverpool,Conor Bradley,NIR,DF,21-314,17,633,10,50.0,5,5,4.0
ENG-Premier League,Liverpool,Curtis Jones,ENG,"MF,DF",24-109,31,1594,21,65.4,19,10,7.0
ENG-Premier League,Liverpool,Darwin Núñez,URU,FW,25-329,28,1075,17,37.5,6,6,3.0
ENG-Premier League,Liverpool,Diogo Jota,POR,FW,28-166,25,1166,8,36.8,9,9,7.0
ENG-Premier League,Liverpool,Dominik Szoboszlai,HUN,MF,24-206,34,2369,20,38.5,37,33,9.0
ENG-Premier League,Liverpool,Federico Chiesa,ITA,FW,27-206,5,46,0,0.0,1,1,0.0
ENG-Premier League,Liverpool,Harvey Elliott,ENG,"MF,FW",22-045,16,275,3,20.0,5,4,1.0
ENG-Premier League,Liverpool,Ibrahima Konaté,FRA,DF,25-359,29,2410,26,70.6,28,13,12.0
ENG-Premier League,Liverpool,Jarell Quansah,ENG,DF,22-110,12,405,8,75.0,8,1,6.0
ENG-Premier League,Liverpool,Jayden Danns,ENG,MF,19-123,1,11,0,0.0,0,0,0.0
ENG-Premier League,Liverpool,Joe Gomez,ENG,DF,27-361,9,519,10,68.8,9,3,7.0
ENG-Premier League,Liverpool,Kostas Tsimikas,GRE,DF,29-007,17,747,18,65.0,5,3,10.0
ENG-Premier League,Liverpool,Luis Díaz,COL,FW,28-126,34,2303,23,35.1,19,19,7.0
ENG-Premier League,Liverpool,Mohamed Salah,EGY,FW,32-338,36,3191,11,47.1,11,11,7.0
ENG-Premier League,Liverpool,Ryan Gravenberch,NED,MF,23-003,35,3003,35,59.3,35,25,57.0
ENG-Premier League,Liverpool,Trent Alexander-Arnold,ENG,DF,26-224,32,2320,50,46.6,26,17,31.0
ENG-Premier League,Liverpool,Virgil van Dijk,NED,DF,33-315,36,3240,17,55.0,27,11,54.0
ENG-Premier League,Liverpool,Wataru Endo,JPN,MF,32-099,18,237,8,60.0,7,6,3.0
ENG-Premier League,Manchester City,Abdukodir Khusanov,UZB,DF,21-079,6,503,4,66.7,5,1,3.0
ENG-Premier League,Manchester City,Abdukodir Khusanov,UZB,DF,21-079,13,975,4,66.7,5,1,3.0
ENG-Premier League,Manchester City,Bernardo Silva,POR,"MF,FW",30-282,31,2491,35,46.2,33,26,20.0
ENG-Premier League,Manchester City,Ederson,BRA,GK,31-275,24,2140,0,0.0,0,0,1.0
ENG-Premier League,Manchester City,Erling Haaland,NOR,FW,24-302,29,2570,5,33.3,11,10,5.0
ENG-Premier League,Manchester City,Jack Grealish,ENG,"FW,MF",29-251,19,720,5,40.0,12,10,2.0
ENG-Premier League,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-196,2,96,0,0.0,1,0,0.0
ENG-Premier League,Manchester City,James Mcatee,ENG,"MF,FW",22-213,15,349,2,14.3,8,8,2.0
ENG-Premier League,Manchester City,Jeremy Doku,BEL,"FW,MF",22-357,27,1442,21,53.3,10,9,4.0
ENG-Premier League,Manchester City,John Stones,ENG,"DF,MF",30-356,11,548,2,100.0,5,2,4.0
ENG-Premier League,Manchester City,Joško Gvardiol,CRO,DF,23-116,35,3097,36,52.6,41,21,39.0
ENG-Premier League,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33-325,26,1628,9,21.7,8,8,7.0
ENG-Premier League,Manchester City,Kyle Walker,ENG,DF,34-356,15,970,10,53.8,13,9,3.0
ENG-Premier League,Manchester City,Kyle Walker,ENG,DF,34-356,11,659,10,53.8,13,9,3.0
ENG-Premier League,Manchester City,Manuel Akanji,SUI,DF,29-304,24,1834,11,60.0,11,3,7.0
ENG-Premier League,Manchester City,Mateo Kovačić,CRO,MF,31-013,30,2132,38,47.7,20,20,22.0
ENG-Premier League,Manchester City,Matheus Nunes,POR,"DF,MF",26-265,24,1494,21,44.1,14,11,13.0
ENG-Premier League,Manchester City,Nathan Aké,NED,DF,30-090,10,678,7,66.7,7,5,3.0
ENG-Premier League,Manchester City,Nico O’Reilly,ENG,DF,20-059,9,528,4,50.0,5,4,4.0
ENG-Premier League,Manchester City,Nicolás González,ESP,MF,23-136,9,648,6,54.5,9,9,5.0
ENG-Premier League,Manchester City,Nicolás González,ESP,MF,23-136,25,1670,6,54.5,9,9,5.0
ENG-Premier League,Manchester City,Omar Marmoush,EGY,"FW,MF",26-101,14,1005,6,46.7,15,14,5.0
ENG-Premier League,Manchester City,Omar Marmoush,EGY,"FW,MF",26-101,17,1448,6,46.7,15,14,5.0
ENG-Premier League,Manchester City,Phil Foden,ENG,"MF,FW",24-356,27,1768,5,38.9,13,12,9.0
ENG-Premier League,Manchester City,Rico Lewis,ENG,"DF,MF",20-179,28,1893,19,61.9,28,21,13.0
ENG-Premier League,Manchester City,Rúben Dias,POR,DF,28-005,25,2091,10,63.6,19,3,18.0
ENG-Premier League,Manchester City,Stefan Ortega,GER,GK,32-194,13,1100,0,0.0,0,0,0.0
ENG-Premier League,Manchester City,Sávio,BRA,"FW,MF",21-039,28,1749,17,52.6,14,12,6.0
ENG-Premier League,Manchester City,İlkay Gündoğan,GER,MF,34-207,31,2050,13,43.5,14,14,13.0
ENG-Premier League,Manchester Utd,Alejandro Garnacho,ARG,"MF,FW",20-322,36,2199,18,32.4,19,19,13.0
ENG-Premier League,Manchester Utd,Altay Bayındır,TUR,GK,27-035,3,270,0,0.0,0,0,0.0
ENG-Premier League,Manchester Utd,Amad Diallo,CIV,"MF,FW",22-312,25,1811,29,60.0,13,12,11.0
ENG-Premier League,Manchester Utd,André Onana,CMR,GK,29-047,34,3060,2,50.0,0,0,0.0
ENG-Premier League,Manchester Utd,Antony,BRA,"DF,MF",25-084,8,141,3,40.0,2,2,2.0
ENG-Premier League,Manchester Utd,Antony,BRA,"DF,MF",25-084,16,1272,3,40.0,2,2,2.0
ENG-Premier League,Manchester Utd,Ayden Heaven,ENG,DF,18-239,3,105,3,100.0,2,0,1.0
ENG-Premier League,Manchester Utd,Bruno Fernandes,POR,MF,30-253,35,2928,47,38.3,35,29,26.0
ENG-Premier League,Manchester Utd,Casemiro,BRA,MF,33-085,23,1404,48,62.3,37,27,13.0
ENG-Premier League,Manchester Utd,Chidozie Obi-Martin,DEN,FW,17-171,6,155,1,100.0,0,0,0.0
ENG-Premier League,Manchester Utd,Christian Eriksen,DEN,MF,33-094,22,1036,9,42.3,14,10,7.0
ENG-Premier League,Manchester Utd,Diogo Dalot,POR,DF,26-062,32,2788,39,65.4,22,13,37.0
ENG-Premier League,Manchester Utd,Harry Amass,ENG,DF,18-064,5,346,2,25.0,11,10,2.0
ENG-Premier League,Manchester Utd,Harry Maguire,ENG,DF,32-075,26,1668,14,71.4,15,3,40.0
ENG-Premier League,Manchester Utd,Jonny Evans,NIR,DF,37-136,6,290,5,50.0,2,1,4.0
ENG-Premier League,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23-362,32,1402,8,50.0,15,11,6.0
ENG-Premier League,Manchester Utd,Kobbie Mainoo,ENG,MF,20-030,24,1606,28,61.5,16,14,19.0
ENG-Premier League,Manchester Utd,Leny Yoro,FRA,DF,19-187,21,1165,11,68.4,5,2,18.0
ENG-Premier League,Manchester Utd,Lisandro Martínez,ARG,DF,27-121,20,1751,24,58.3,22,14,32.0
ENG-Premier League,Manchester Utd,Luke Shaw,ENG,DF,29-311,7,349,3,100.0,6,5,2.0
ENG-Premier League,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,24-038,29,1785,49,44.1,33,29,27.0
ENG-Premier League,Manchester Utd,Marcus Rashford,ENG,"FW,MF",27-200,10,444,4,33.3,8,8,4.0
ENG-Premier League,Manchester Utd,Marcus Rashford,ENG,"FW,MF",27-200,15,978,4,33.3,8,8,4.0
ENG-Premier League,Manchester Utd,Mason Mount,ENG,MF,26-129,16,557,5,81.8,11,10,4.0
ENG-Premier League,Manchester Utd,Matthijs de Ligt,NED,DF,25-280,29,2123,22,71.9,29,8,33.0
ENG-Premier League,Manchester Utd,Noussair Mazraoui,MAR,DF,27-186,36,2819,65,62.4,36,27,34.0
ENG-Premier League,Manchester Utd,Patrick Dorgu,DEN,DF,20-205,11,752,23,69.6,10,10,4.0
ENG-Premier League,Manchester Utd,Patrick Dorgu,DEN,DF,20-205,21,1840,23,69.6,10,10,4.0
ENG-Premier League,Manchester Utd,Rasmus Højlund,DEN,FW,22-104,31,1924,1,0.0,6,6,1.0
ENG-Premier League,Manchester Utd,Scott McTominay,SCO,MF,28-162,2,19,0,0.0,0,0,0.0
ENG-Premier League,Manchester Utd,Scott McTominay,SCO,MF,28-162,33,2848,0,0.0,0,0,0.0
ENG-Premier League,Manchester Utd,Toby Collyer,ENG,MF,21-136,6,179,9,83.3,2,1,2.0
ENG-Premier League,Manchester Utd,Tyler Fredricson,ENG,DF,20-085,2,165,3,50.0,2,2,1.0
ENG-Premier League,Manchester Utd,Tyrell Malacia,NED,DF,25-275,3,100,1,50.0,0,0,1.0
ENG-Premier League,Manchester Utd,Victor Lindelöf,SWE,DF,30-306,15,614,2,75.0,6,2,7.0
ENG-Premier League,Newcastle Utd,Alexander Isak,SWE,FW,25-240,33,2666,5,33.3,18,16,3.0
ENG-Premier League,Newcastle Utd,Anthony Gordon,ENG,"FW,MF",24-084,33,2389,18,34.3,25,23,6.0
ENG-Premier League,Newcastle Utd,Bruno Guimarães,BRA,MF,27-184,37,3181,46,48.5,35,25,28.0
ENG-Premier League,Newcastle Utd,Callum Wilson,ENG,FW,33-081,17,349,2,0.0,2,2,1.0
ENG-Premier League,Newcastle Utd,Dan Burn,ENG,DF,33-010,36,3240,23,55.6,34,10,26.0
ENG-Premier League,Newcastle Utd,Emil Krafth,SWE,DF,30-290,12,342,2,66.7,5,1,2.0
ENG-Premier League,Newcastle Utd,Fabian Schär,SUI,DF,33-150,33,2844,21,41.2,38,13,44.0
ENG-Premier League,Newcastle Utd,Harvey Barnes,ENG,FW,27-161,32,1668,9,27.3,8,6,6.0
ENG-Premier League,Newcastle Utd,Jacob Murphy,ENG,FW,30-084,34,2291,19,46.5,31,31,12.0
ENG-Premier League,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-272,31,1041,16,62.1,24,18,6.0
ENG-Premier League,Newcastle Utd,Joelinton,BRA,"MF,FW",28-278,29,2393,35,56.8,37,30,23.0
ENG-Premier League,Newcastle Utd,Kieran Trippier,ENG,DF,34-242,24,1281,20,60.0,11,8,12.0
ENG-Premier League,Newcastle Utd,Lewis Hall,ENG,DF,20-253,27,2189,41,54.1,33,15,18.0
ENG-Premier League,Newcastle Utd,Lewis Miley,ENG,MF,19-018,14,313,11,50.0,5,4,2.0
ENG-Premier League,Newcastle Utd,Lloyd Kelly,ENG,DF,26-225,10,303,4,100.0,6,2,1.0
ENG-Premier League,Newcastle Utd,Lloyd Kelly,ENG,DF,26-225,11,923,4,100.0,6,2,1.0
ENG-Premier League,Newcastle Utd,Matt Targett,ENG,DF,29-243,2,21,0,0.0,0,0,1.0
ENG-Premier League,Newcastle Utd,Miguel Almirón,PAR,FW,31-098,9,157,2,66.7,2,2,0.0
ENG-Premier League,Newcastle Utd,Sandro Tonali,ITA,MF,25-011,35,2540,31,50.0,33,22,34.0
ENG-Premier League,Newcastle Utd,Sean Longstaff,ENG,MF,27-201,25,798,16,66.7,17,12,7.0
ENG-Premier League,Newcastle Utd,Sven Botman,NED,DF,25-127,7,350,6,66.7,5,1,5.0
ENG-Premier League,Newcastle Utd,Valentino Livramento,ENG,DF,22-188,36,2750,36,54.2,37,26,23.0
ENG-Premier League,Newcastle Utd,William Osula,DEN,FW,21-288,13,131,0,0.0,0,0,4.0
ENG-Premier League,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",23-022,37,2411,14,29.4,11,10,6.0
ENG-Premier League,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",24-193,30,2160,14,66.7,11,11,13.0
ENG-Premier League,Nott'ham Forest,Chris Wood,NZL,FW,33-163,35,2869,5,27.3,12,5,5.0
ENG-Premier League,Nott'ham Forest,Danilo,BRA,"MF,FW",24-020,8,275,4,50.0,2,1,4.0
ENG-Premier League,Nott'ham Forest,Danilo,BRA,"MF,FW",24-020,12,581,4,50.0,2,1,4.0
ENG-Premier League,Nott'ham Forest,Elliot Anderson,ENG,MF,22-194,36,2638,55,43.6,45,36,31.0
ENG-Premier League,Nott'ham Forest,Eric da Silva Moreira,GER,"MF,DF",19-016,2,30,2,33.3,0,0,1.0
ENG-Premier League,Nott'ham Forest,Harry Toffolo,ENG,DF,29-273,4,137,3,75.0,2,0,2.0
ENG-Premier League,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,27-168,12,534,13,40.0,9,5,6.0
ENG-Premier League,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-199,9,400,1,100.0,3,1,5.0
ENG-Premier League,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-199,14,961,1,100.0,3,1,5.0
ENG-Premier League,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-291,30,846,14,23.1,9,8,12.0
ENG-Premier League,Nott'ham Forest,Matz Sels,BEL,GK,33-082,37,3330,1,100.0,0,0,0.0
ENG-Premier League,Nott'ham Forest,Morato,BRA,DF,23-323,26,907,14,61.9,14,9,10.0
ENG-Premier League,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,25-112,33,2713,21,50.0,18,13,23.0
ENG-Premier League,Nott'ham Forest,Murillo,BRA,DF,22-319,35,3098,36,58.7,68,23,35.0
ENG-Premier League,Nott'ham Forest,Neco Williams,WAL,DF,24-036,34,2504,55,62.2,42,32,29.0
ENG-Premier League,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-325,33,1896,43,45.9,37,26,29.0
ENG-Premier League,Nott'ham Forest,Nikola Milenković,SRB,DF,27-219,36,3240,28,78.8,40,16,27.0
ENG-Premier League,Nott'ham Forest,Ola Aina,NGA,DF,28-223,34,2913,41,55.6,33,21,33.0
ENG-Premier League,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",25-261,19,295,3,20.0,9,9,4.0
ENG-Premier League,Nott'ham Forest,Ryan Yates,ENG,MF,27-179,34,1892,21,45.9,36,27,26.0
ENG-Premier League,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-280,26,416,3,80.0,1,1,0.0
ENG-Premier League,Nott'ham Forest,Willy Boly,CIV,DF,34-105,6,150,1,100.0,4,2,3.0
ENG-Premier League,Nott'ham Forest,Álex Moreno,ESP,"DF,MF",31-345,15,955,18,38.5,11,6,15.0
ENG-Premier League,Southampton,Aaron Ramsdale,ENG,GK,27-005,29,2610,0,0.0,0,0,2.0
ENG-Premier League,Southampton,Adam Armstrong,ENG,"FW,MF",28-098,20,1248,3,21.4,6,5,3.0
ENG-Premier League,Southampton,Adam Lallana,ENG,MF,37-009,14,361,5,16.7,4,3,5.0
ENG-Premier League,Southampton,Albert Grønbaek,DEN,"FW,MF",23-361,4,143,1,30.0,1,0,0.0
ENG-Premier League,Southampton,Albert Grønbaek,DEN,"FW,MF",23-361,16,813,1,30.0,1,0,0.0
ENG-Premier League,Southampton,Armel Bella Kotchap,GER,DF,23-159,4,331,5,50.0,2,0,5.0
ENG-Premier League,Southampton,Ben Brereton,CHI,FW,26-031,10,449,2,11.1,2,1,0.0
ENG-Premier League,Southampton,Cameron Archer,ENG,FW,23-302,34,1429,7,22.2,5,4,2.0
ENG-Premier League,Southampton,Charlie Taylor,ENG,DF,31-243,7,266,5,83.3,5,2,3.0
ENG-Premier League,Southampton,Flynn Downes,ENG,MF,26-119,26,2061,25,41.7,24,18,31.0
ENG-Premier League,Southampton,Jack Stephens,ENG,DF,31-112,19,1389,20,56.7,20,7,13.0
ENG-Premier League,Southampton,James Bree,ENG,DF,27-220,17,1075,14,40.0,10,7,9.0
ENG-Premier League,Southampton,Jan Bednarek,POL,DF,29-037,30,2531,19,51.6,47,11,56.0
ENG-Premier League,Southampton,Joe Aribo,NGA,"MF,DF",28-302,32,2013,33,48.6,28,17,20.0
ENG-Premier League,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",23-093,25,1324,16,64.3,13,10,6.0
ENG-Premier League,Southampton,Kyle Walker-Peters,ENG,DF,28-036,33,2918,29,45.7,27,12,19.0
ENG-Premier League,Southampton,Lesley Ugochukwu,FRA,MF,21-054,25,1570,24,51.4,27,17,14.0
ENG-Premier League,Southampton,Mateus Fernandes,POR,MF,20-313,35,2819,47,49.3,41,34,26.0
ENG-Premier League,Southampton,Maxwel Cornet,CIV,FW,28-234,2,72,5,0.0,0,0,0.0
ENG-Premier League,Southampton,Maxwel Cornet,CIV,FW,28-234,6,237,5,0.0,0,0,0.0
ENG-Premier League,Southampton,Nathan Wood-Gordon,ENG,DF,22-353,10,683,7,66.7,8,3,5.0
ENG-Premier League,Southampton,Paul Onuachu,NGA,FW,30-356,24,1029,2,42.9,7,5,1.0
ENG-Premier League,Southampton,Ross Stewart,SCO,FW,28-312,11,320,3,33.3,3,3,1.0
ENG-Premier League,Southampton,Ryan Fraser,SCO,"FW,DF",31-084,8,306,2,66.7,1,0,1.0
ENG-Premier League,Southampton,Ryan Manning,IRL,"DF,MF",28-339,24,1462,17,53.8,20,9,17.0
ENG-Premier League,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18-305,2,28,0,100.0,0,0,0.0
ENG-Premier League,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18-305,9,320,0,100.0,0,0,0.0
ENG-Premier League,Southampton,Samuel Edozie,ENG,"DF,FW",22-111,2,65,1,100.0,0,0,0.0
ENG-Premier League,Southampton,Taylor Harwood-Bellis,ENG,DF,23-109,34,2825,20,54.3,65,22,30.0
ENG-Premier League,Southampton,Tyler Dibling,ENG,"FW,MF",19-068,33,1874,20,61.5,19,14,8.0
ENG-Premier League,Southampton,Welington,BRA,"DF,MF",24-089,9,392,8,64.7,4,3,7.0
ENG-Premier League,Southampton,William Smallbone,IRL,MF,25-087,17,678,12,33.3,8,8,2.0
ENG-Premier League,Southampton,Yukinari Sugawara,JPN,"DF,MF",24-325,29,1467,16,60.0,17,10,10.0
ENG-Premier League,Tottenham,Antonín Kinský,CZE,GK,22-067,6,540,1,100.0,0,0,0.0
ENG-Premier League,Tottenham,Archie Gray,ENG,"DF,MF",19-068,27,1661,8,41.2,21,11,18.0
ENG-Premier League,Tottenham,Ben Davies,WAL,DF,32-025,16,1306,11,52.9,28,9,12.0
ENG-Premier League,Tottenham,Brennan Johnson,WAL,FW,23-361,32,2087,26,51.6,25,22,4.0
ENG-Premier League,Tottenham,Cristian Romero,ARG,DF,27-022,18,1416,29,70.0,18,15,21.0
ENG-Premier League,Tottenham,Dejan Kulusevski,SWE,"MF,FW",25-024,32,2389,23,37.3,34,29,13.0
ENG-Premier League,Tottenham,Destiny Udogie,ITA,DF,22-172,24,1834,47,70.2,40,34,21.0
ENG-Premier League,Tottenham,Djed Spence,ENG,DF,24-283,24,1784,34,76.7,28,19,21.0
ENG-Premier League,Tottenham,Dominic Solanke,ENG,FW,27-247,26,2136,11,28.6,18,11,0.0
ENG-Premier League,Tottenham,Fraser Forster,ENG,GK,37-063,7,630,0,0.0,0,0,0.0
ENG-Premier League,Tottenham,James Maddison,ENG,MF,28-177,31,1809,19,31.0,15,11,12.0
ENG-Premier League,Tottenham,Kevin Danso,AUT,DF,26-242,9,752,5,54.5,12,0,5.0
ENG-Premier League,Tottenham,Kevin Danso,AUT,DF,26-242,12,1080,5,54.5,12,0,5.0
ENG-Premier League,Tottenham,Lucas Bergvall,SWE,MF,19-106,27,1212,19,53.1,18,10,24.0
ENG-Premier League,Tottenham,Mathys Tel,FRA,FW,20-022,12,829,5,22.2,8,7,2.0
ENG-Premier League,Tottenham,Mathys Tel,FRA,FW,20-022,8,256,5,22.2,8,7,2.0
ENG-Premier League,Tottenham,Micky van de Ven,NED,DF,24-030,12,950,6,57.1,9,3,10.0
ENG-Premier League,Tottenham,Mikey Moore,ENG,FW,17-281,10,366,1,0.0,2,2,1.0
ENG-Premier League,Tottenham,Pape Matar Sarr,SEN,MF,22-247,35,1868,36,50.0,25,15,29.0
ENG-Premier League,Tottenham,Pedro Porro,ESP,DF,25-248,32,2520,46,57.5,44,27,34.0
ENG-Premier League,Tottenham,Radu Drăgușin,ROU,DF,23-105,16,1252,6,50.0,22,6,15.0
ENG-Premier League,Tottenham,Richarlison,BRA,FW,28-009,14,479,3,0.0,1,0,0.0
